1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
61 29 21 47 13 16 54 5 26 11 11 66 69 37 48 15 10 83 14 13 22 78 84 33 81 51 38 79 93 47 31 36 62 30 69 89 40 74 87 41 94 68 89 42 21 84 48 51 58 54 45 9 62 87 41 99 79 77 35 30 7 98 76 68 65 74 1 52 0 16 56 55 76 69 25 3 53 79 79 93 43 21 61 86 45 27 18 73 23 51 80 95 37 48 83 69 32 66 13 21
36 68 77 53 93 47 87 13 50 25 12 85 16 26 63 9 33 77 94 54 92 76 13 68 29 79 50 59 23 86 32 53 8 83 68 9 58 88 17 68 16 98 24 4 2 13 17 86 11 75 23 77 56 5 60 2 98 81 47 60 84 49 35 17 39 42 16 77 16 0 83 52 46 23 79 3 48 50 89 8 33 55 65 51 89 96 40 97 52 36 63 42 60 9 90 17 31 84 74 61
73 78 66 30 15 4 18 4 33 56 92 54 27 8 25 74 32 49 67 94 66 35 63 32 4 10 18 10 58 61 73 34 43 82 17 36 33 29 13 55 77 21 97 58 38 67 96 90 40 73 44 67 51 36 5 83 66 8 57 83 20 50 6 38 79 36 71 27 56 83 0 67 13 43 96 67 27 24 52 61 42 32 77 83 18 45 70 80 44 53 27 79 14 10 78 73 69 79 12 85
99 34 94 29 84 80 20 23 82 33 45 35 15 70 50 52 86 67 83 12 85 44 28 60 55 87 64 38 91 64 15 73 82 19 74 55 11 40 34 33 39 31 4 66 92 51 22 8 45 80 7 54 16 79 42 65 79 80 94 56 16 22 39 1 99 83 71 20 55 52 67 0 94 48 79 8 99 60 28 6 32 73 19 71 58 38 33 2 71 52 56 46 48 31 84 74 37 35 22 77
64 63 7 66 92 67 62 42 59 40 10 40 40 13 57 50 51 59 26 23 77 77 70 3 58 75 52 13 1 27 6 27 5 5 97 71 38 31 48 40 62 51 3 30 96 34 16 49 50 32 7 22 69 1 1 50 31 45 38 16 35 32 61 98 48 38 61 29 76 46 13 94 0 20 82 43 13 11 35 19 63 49 41 93 61 2 33 36 12 56 9 42 51 1 74 68 86 6 23 25
48 18 91 56 38 13 9 70 74 85 62 84 91 91 68 43 15 44 76 93 85 61 15 29 32 20 37 37 77 1 93 52 32 46 70 35 77 36 56 33 55 84 90 95 27 50 19 86 11 59 25 14 80 18 93 6 68 43 8 59 87 2 43 33 74 36 73 91 69 23 43 48 20 0 79 59 19 90 22 68 88 91 15 12 34 57 82 34 40 89 19 34 9 17 17 43 24 14 39 11
25 44 18 84 44 65 99 12 7 58 40 87 48 30 63 13 19 52 63 2 35 60 25 99 30 44 70 82 71 80 17 75 5 89 70 97 49 91 72 79 77 29 47 26 65 59 45 67 32 76 78 6 66 75 26 98 47 23 25 69 86 51 39 7 88 35 50 96 25 79 96 79 82 79 0 68 55 87 29 67 55 96 33 75 96 71 24 64 81 8 12 24 66 28 82 77 89 56 1 40
20 76 6 16 58 8 92 61 82 44 79 26 83 54 38 62 55 44 54 49 82 44 30 21 26 12 55 92 27 46 55 82 18 66 5 65 85 88 28 36 21 5 18 40 70 2 46 27 74 29 15 93 53 88 39 2 63 94 52 33 57 94 93 82 42 32 8 44 3 3 67 8 43 59 68 0 86 78 73 78 61 80 47 73 14 42 70 27 47 14 41 76 87 88 25 21 35 24 33 12
63 99 16 23 47 68 46 68 70 9 88 84 75 92 67 42 96 74 16 25 30 33 19 86 70 78 95 2 80 40 28 87 87 63 74 62 72 72 28 41 95 68 15 37 16 80 89 16 61 1 86 27 48 69 58 22 63 77 83 35 41 95 56 65 42 17 36 25 53 48 27 99 13 19 55 86 0 65 42 6 63 63 46 72 25 9 72 38 60 78 26 84 20 22 14 51 44 76 65 89
77 78 10 50 47 9 59 53 99 68 6 66 12 4 61 40 32 39 54 11 45 89 70 4 52 44 25 2 22 22 51 24 84 27 48 29 46 38 82 82 92 78 80 96 55 91 44 87 29 33 53 57 56 52 48 29 8 92 72 35 63 19 98 3 71 49 5 32 79 50 24 60 11 90 87 78 65 0 1 55 58 57 23 33 89 14 68 1 58 72 10 42 47 97 56 30 82 29 50 11
14 80 55 9 66 63 64 62 71 9 28 47 53 67 27 56 89 74 71 66 75 95 48 91 45 3 88 49 75 45 61 45 27 54 56 11 66 28 11 25 36 16 43 45 32 18 50 23 9 42 67 40 59 29 24 46 87 94 99 18 6 63 41 60 58 79 42 96 79 89 52 28 35 22 29 73 42 1 0 46 6 15 73 19 51 71 59 84 53 83 10 91 57 53 68 56 92 43 38 66
40 86 82 89 20 53 7 87 17 4 35 80 87 5 20 93 45 20 40 7 39 36 54 32 76 49 16 80 74 54 72 22 27 40 86 70 56 61 17 94 38 41 77 21 26 43 93 58 22 32 75 13 9 31 42 29 44 97 8 90 51 49 91 10 24 82 54 17 93 8 61 6 19 68 67 78 6 55 46 0 43 12 13 32 21 29 59 75 64 63 46 57 95 86 27 13 60 72 37 91
88 57 70 49 12 14 43 35 8 70 53 48 83 59 29 6 25 99 37 29 79 36 30 37 72 95 17 75 46 85 42 77 18 87 70 73 53 97 57 75 14 26 79 6 42 37 75 30 70 82 75 53 24 15 31 77 91 50 3 85 21 33 17 59 26 24 3 44 43 33 42 32 63 88 55 61 63 58 6 43 0 79 75 68 65 18 80 21 50 96 46 13 75 67 4 36 23 79 82 89
71 30 31 57 33 81 96 39 82 91 87 65 99 39 28 73 31 15 95 90 59 31 72 42 17 74 35 72 17 16 23 76 90 10 65 48 68 24 4 5 67 39 92 83 8 62 31 56 41 13 21 22 70 71 83 68 24 43 67 34 51 11 29 54 19 8 77 99 21 55 32 73 49 91 96 80 63 57 15 12 79 0 55 94 60 97 76 94 48 19 62 85 33 85 96 8 41 91 11 70
12 7 10 69 14 4 60 64 67 33 46 23 75 32 88 34 8 81 80 5 3 5 21 76 92 89 70 25 8 58 18 3 84 44 43 86 14 57 66 41 95 80 89 41 31 84 41 6 96 16 42 29 97 71 43 34 37 9 88 5 90 2 68 68 9 97 1 41 61 65 77 19 41 15 33 47 46 23 73 13 75 55 0 68 49 32 18 9 84 12 43 73 12 97 49 50 90 41 93 62
14 49 50 30 95 51 98 90 60 7 80 79 28 19 59 35 80 31 41 40 81 75 94 51 14 12 5 52 92 33 91 43 12 74 5 51 71 1 5 19 60 35 3 63 67 4 15 44 67 11 82 27 91 50 25 58 2 38 77 37 99 21 91 42 68 34 83 17 86 51 83 71 93 12 75 73 72 33 19 32 68 94 68 0 89 47 57 85 10 4 41 97 57 13 77 73 12 97 90 53
33 89 39 66 29 39 38 10 43 5 49 12 61 3 74 47 48 88 19 60 47 42 22 6 96 36 23 14 10 74 66 19 70 11 18 73 35 33 95 89 96 54 44 22 35 72 84 66 65 70 37 16 45 84 85 49 5 7 55 64 16 60 12 6 72 35 1 87 45 89 18 58 61 34 96 14 25 89 51 21 65 60 49 89 0 97 44 79 82 40 67 78 30 51 76 22 73 58 83 30
68 74 14 44 93 85 28 85 55 74 80 92 90 65 59 9 9 63 18 21 48 60 70 32 99 37 65 56 21 65 54 27 33 41 8 16 32 18 90 56 87 62 19 56 82 8 25 13 37 23 19 1 13 19 88 66 21 33 70 95 8 26 38 3 33 49 16 20 27 96 45 38 2 57 71 42 9 14 71 29 18 97 32 47 97 0 54 83 70 46 36 9 79 56 90 33 72 4 19 73
60 64 50 71 20 72 26 53 16 42 26 2 13 7 26 25 88 60 76 60 43 27 68 25 16 22 25 17 79 51 2 75 51 58 61 57 56 24 58 88 62 21 14 36 16 5 41 65 78 48 41 81 53 77 75 23 35 75 75 13 86 15 19 43 40 73 95 88 18 40 70 33 33 82 24 70 72 68 59 59 80 76 18 57 44 54 0 48 10 70 7 23 40 81 90 46 95 74 75 8
8 32 94 85 48 42 95 27 68 3 90 42 66 78 21 73 88 49 12 28 86 36 11 7 44 4 34 15 2 8 96 75 4 37 68 76 9 65 95 10 13 93 73 78 93 1 99 6 73 92 73 69 60 85 63 22 77 57 34 18 4 41 62 16 46 67 74 14 73 97 80 2 36 34 64 27 38 1 84 75 21 94 9 85 79 83 48 0 49 42 88 6 80 34 90 55 20 46 40 56
69 20 14 57 78 29 24 91 56 49 37 34 40 24 3 34 91 32 18 26 53 36 84 15 35 77 23 69 25 43 76 58 6 36 23 11 18 59 25 86 94 38 11 89 26 14 15 14 13 29 34 97 53 39 95 86 61 73 94 10 5 96 26 75 88 98 20 9 23 52 44 71 12 40 81 47 60 58 53 64 50 48 84 10 82 70 10 49 0 33 63 31 10 38 75 28 6 66 32 57
91 90 68 45 93 39 50 35 92 25 27 55 28 26 75 26 8 46 19 92 79 21 10 49 44 55 29 9 68 92 55 61 35 35 19 63 17 57 10 79 88 52 58 85 7 91 66 82 57 90 47 40 89 75 65 17 43 22 4 72 73 53 95 34 91 70 74 36 51 36 53 52 56 89 8 14 78 72 83 63 96 19 12 4 40 46 70 42 33 0 99 18 64 45 71 53 11 17 65 54
7 93 96 24 1 57 79 25 32 19 91 44 73 63 56 92 14 33 65 55 69 90 77 33 3 69 2 37 94 85 41 79 83 81 63 52 31 60 56 98 4 43 8 80 20 72 58 22 97 43 28 22 70 9 25 41 68 62 39 47 3 37 70 60 68 47 3 29 80 63 27 56 9 19 12 41 26 10 10 46 46 62 43 41 67 36 7 88 63 99 0 71 82 43 41 36 91 97 48 74
12 46 40 14 92 12 87 28 46 95 12 27 43 96 92 34 3 98 87 22 44 34 61 34 76 39 28 64 19 12 35 82 12 10 51 99 13 6 54 79 2 26 29 78 12 74 55 79 40 16 76 84 77 73 4 85 41 59 61 80 90 19 54 69 94 51 47 77 95 42 79 46 42 34 24 76 84 42 91 57 13 85 73 97 78 9 23 6 31 18 71 0 86 79 99 79 62 61 88 77
37 3 32 23 22 76 40 25 40 16 71 1 13 61 71 55 64 80 79 77 38 19 44 95 70 96 32 21 5 77 43 53 45 42 39 80 73 69 54 70 48 58 40 46 7 94 61 52 50 87 29 55 55 34 67 6 19 66 92 13 14 68 6 29 27 12 72 88 37 60 14 48 51 9 66 87 20 47 57 95 75 33 12 57 30 79 40 80 10 64 82 86 0 86 18 20 94 13 76 13
55 48 32 26 26 46 37 56 89 90 37 11 1 96 12 12 54 66 55 31 56 87 75 84 64 11 71 21 74 3 52 84 9 97 33 72 60 36 43 52 25 71 25 44 3 84 82 7 63 2 21 74 16 7 96 84 11 61 96 54 38 28 54 52 45 75 27 93 48 9 10 31 1 17 28 88 22 97 53 86 67 85 97 13 51 56 81 34 38 45 43 79 86 0 78 87 7 32 63 77
64 27 89 14 90 41 97 48 63 59 47 28 10 39 83 74 95 54 28 47 37 8 1 56 13 33 4 55 60 52 25 51 66 4 90 40 76 8 36 37 66 15 48 21 76 6 25 98 74 17 86 26 62 8 63 99 19 55 45 27 54 11 82 19 55 54 29 32 83 90 78 84 74 17 82 25 14 56 68 27 4 96 49 77 76 90 90 90 75 71 41 99 18 78 0 11 86 68 8 25
48 2 54 47 68 38 76 13 40 39 64 6 30 62 25 17 38 40 52 60 62 93 38 15 38 61 87 82 41 44 10 31 51 47 49 6 27 55 21 25 30 96 2 92 42 12 69 82 68 76 48 33 86 39 65 81 44 44 25 21 79 26 12 97 39 2 84 61 69 17 73 74 68 43 77 21 51 30 56 13 36 8 50 73 22 33 46 55 28 53 36 79 20 87 11 0 89 40 69 55
88 21 66 87 15 99 17 32 38 42 48 60 82 67 9 87 7 96 76 16 83 1 77 7 89 74 51 32 18 35 29 79 40 48 9 47 24 81 5 43 74 53 3 70 61 73 63 95 45 53 71 73 18 22 16 83 18 28 6 85 74 9 13 37 68 80 65 34 32 31 69 37 86 24 89 35 44 82 92 60 23 41 90 12 73 72 95 20 6 11 91 62 94 7 86 89 0 81 74 28
26 71 68 38 37 23 28 76 75 83 64 53 80 12 30 84 56 75 88 8 83 93 6 33 93 3 65 13 76 94 24 37 7 68 83 44 32 94 46 52 38 45 7 39 18 84 38 99 48 69 84 92 61 92 12 48 21 1 18 2 74 84 92 75 28 2 64 93 66 84 79 35 6 14 56 24 76 29 43 72 79 91 41 97 58 4 74 46 66 17 97 61 13 32 68 40 81 0 27 84
70 88 2 95 50 10 1 64 88 3 40 31 18 85 18 53 17 39 52 10 72 62 41 92 63 11 21 79 37 5 50 69 65 2 3 25 66 83 15 63 95 46 5 6 66 6 88 36 92 17 37 57 76 56 35 34 30 40 83 74 41 79 90 7 76 51 42 4 13 74 12 22 23 39 1 33 65 50 38 37 82 11 93 90 83 19 75 40 32 65 48 88 76 63 8 69 74 27 0 79
76 17 59 21 95 89 51 42 64 14 5 33 61 49 40 22 42 8 32 67 92 10 54 61 31 79 89 24 44 66 81 11 97 35 63 36 78 53 64 89 67 18 47 82 54 84 46 54 68 61 95 66 70 87 66 82 26 17 72 86 54 65 44 90 10 44 84 51 21 61 85 77 25 11 40 12 89 11 66 91 89 70 62 53 30 73 8 56 57 54 74 77 13 77 25 55 28 84 79 0
